content	lable
"그림과 같이 점전하 A, B가 각각 x=0, x=2d에 고정되어 있다. 표는 양(+)전하를 띤 점전하 X를 x축상에서 위치를 옮겨가며 고정시켜 놓았을 때, X가 받는 전기력의 크기와 방향을 각각 나타낸 것이다."	4
"다음은 물질 A, B, C의 전기 전도도를 알아보기 위한 실험이다."	4
"그림 (가)는 저항 측정기를 이용하여 순수 반도체 X로 이루어진 막대 A, B, C와 순수 반도체 Y로 이루어진 막대 D의 저항값을 측정하는 모습을, (나)는 A, B, C, D의 길이와 저항값을 나타낸 것이다. A, B, C, D는 단면적이 동일한 원기둥 모양의 막대이다."	4
"그림과 같이 동일한 p?n 접합 다이오드 5개, 전구, 스위치 S1, S2, 집게 전선 a, b가 포함된 회로를 구 성하였다. Y는 p형 반도체와 n형 반도체 중 하나이다. 표는 S1, S2를 열고 닫는 조건에 따른 전구의 상태를 나타낸 것이다."	4
그림은 어떤 불순물 반도체에 대해 교사와 학생들이 나눈 대화이다	4
"그림 (가)는 규소(Si)에 원소 a를 도핑한 불순물 반도체의 원자가 전자의 배열을 나타낸 것이다. 그림 (나)는 (가)의 불순물 반도체를 이용하여 완성한 회로에서 X와 Y가 이동하는 모습을 모식적으로 나타낸 것이다. X와 Y는 전자와 양공을 순서 없이 나타낸 것이고, Y는 주로 전류를 흐르게 하는 역할을 한다."	4
그림은 상온에서 규소(Si)에 붕소(B)를 도핑한 반도체 A의 에너지띠 구조를 나타낸 것이다. 표는 A에 균일하게 첨가한 붕소의 농도별 전기 전도도이다.	4
"그림 (가)는 불순물 반도체 A, B로 만든 p?n 접합 다이오드를 이용하여 회로를 구성하였을 때, X와 Y가 이동하는 모습을 모식적으로 나타낸 것이다. 그림 (나)는 (가)에서 전지의 방향을 바꾸어 연결한 모습을 나타낸 것이다. X와 Y는 전자와 양공을 순서 없이 나타낸 것으로, A와 B에서 각각 주로 전류를 흐르게 하는 역할을 한다."	4
"그림은 p?n 접합 다이오드, 동일한 전구 P와 Q, 동일한 전지를 이용하여 구성한 회로를 나타낸 것이다. 표는 스위치를 연결하는 위치에 따라 불이 켜지는 전구의 수를 나타낸 것이다. X는 p형 반도체와 n형 반도체 중 하나이다"	4
"그림 (가)는 전기 소자 X와 Y를 이용하여 구성한 회로를 나타낸 것이다. 그림 (나)는 (가)에서 스위치를 닫은 후 저항 A와 B에 흐르는 전류를 시간에 따라 나타낸 것이다. X와 Y는 저항, 다이오드를 순서 없이 나타낸 것이다."	4
"그림 (가)는 p?n 접합 발광 다이오드(LED)의 구조를 나타낸 것이다. 그림 (나)는 LED가 켜졌을 때, (가)에서 LED 칩을 확대한 모습을 나타낸 것이다. ㉠과 ㉡은 전자와 양공 중 하나로, 불순물 반도체에서 각각 주로 전류를 흐르게 하는 역할을 한다."	4
"그림 (가)는 p?n 접합 발광 다이오드(LED)가 연결된 태양 전지에 빛을 비추었을 때 LED가 켜지는 모습을, (나)는 이를 모식적으로 나타낸 것이다."	4
"그림 (가)는 상온에서 순수 반도체의 에너지띠 구조를 나타낸 것이고, (나)와 (다)는 순수 반도체에 불순물을 도핑한 p형 반도체, n형 반도체의 에너지띠 구조를 순서 없이 나타낸 것이다."	4
"그림은 동일한 p?n 접합 발광 다이오드(LED) A, B, C, D, E에 전지, 스위치를 연결한 회로를 나타낸 것이다. 표는 스위치를 연결하는 위치에 따라 빛이 방출되는 LED의 수를 나타낸 것이다. X는 p형 반도체와 n형 반도체 중 하나이다."	4
"그림 (가)는 규소(Si)에 붕소(B)를 첨가한 반도체 X와 규소(Si)에 인(P)을 첨가한 반도체 Y의 원자가 전자의 배열을 나타낸 것이다. 그림 (나)는 X, Y를 접합하여 만든 동일한 p?n 접합 다이오드 A, B, C, 원통형 고체 물질 D를 이용하여 구성한 회로를 나타낸 것으로, 스위치를 닫았을 때만 전구가 켜졌다. D는 도체와 절연체 중 하나이며, ㉠은 X와 Y 중 하나이다"	4
"그림은 동일한 p?n 접합 다이오드 A, B, C, D에 전지 2개, 전구, p?n 접합 발광 다이오드(LED), 스위치를 연결한 회로를 나타낸 것이다. 표는 스위치를 연결하는 위치에 따라 전구와 p?n 접합 발광 다이오드(LED)의 상태를 나타낸 것이다. X는 p형 반도체와 n형 반도체 중 하나이다."	4
다음은 p?n 접합 발광 다이오드(LED)의 특성을 알아보는 실험이다.	4
"그림 (가)와 (나)는 코일이 감긴 투명한 원통에 자석을 넣고 좌우로 흔들었을 때, 자석이 코일의 중심으로부터 같은 거리에 있는 기준선 P와 Q를 각각 같은 속력으로 지나며 코일에 가까이 다가가는 순간의 모습을 나타낸 것이다. 코일에는 빨간색과 초록색 p?n 접합 발광 다이오드(LED)가 연결되어 있으며, (가)에서는 초록색 LED만 켜졌다. X는 p형 반도체와 n형 반도체 중 하나이다."	4
"그림과 같이 무한히 긴 직선 도선 A, B, C가 같은 간격 2d만큼 떨어져 xy 평면에 고정되어 있다. A, B, C에는 방향이 일정하고 세기가 각각 I, 2I, 3I인 전류가 흐르고 있다. A에 흐르는 전류의 방향은 +y 방향이다. 표는 x=d, x=3d에서 A, B, C에 흐르는 전류에 의한 자기장의 세기를 나타낸 것이다. x=d에서 A에 흐르는 전류에 의한 자기장의 세기는 B0이다."	5
"그림과 같이 같은 세기의 전류가 흐르는 무한히 긴 직선 도선 A, B가 xy 평면에 고정되어 있다. A, B에 흐르는 전류의 방향은 각각 +y 방향, +x 방향이다."	5
"그림과 같이 솔레노이드의 중심축상의 점 P에 나침반을 놓고 전압이 일정한 전원 장치를 솔레노이드에 연결하였더니 솔레노이드에 흐르는 전류에 의해 나침반 자침의 N극이 +x 방향을 가리켰다. 솔레노이드의 중심축은 수평면상에 있다. 점 O는 솔레노이드의 중심이고, P, 점 Q는 O에서 같은 거리만큼 떨어져 있다."	5
"그림은 학생 A, B, C가 반지름이 R인 원형 도선에 흐르는 전류에 의한 자기장에 대해 대화하는 모습을 나타낸 것이다. 점 O는 원형 도선의 중심이다."	5
다음은 직선 도선에 흐르는 전류에 의한 자기장에 대한 실험이다.	5
"그림 (가)와 같이 xy 평면에 일정한 세기의 전류가 흐르는 무한히 긴 직선 도선 A, B가 y축과 나란하게 각각 x=0, x=3d인 지점에 고정되어 있다. 그림 (나)는 x축상의 x=0과 x=3d 사이에서 A, B에 흐르는 전류에 의한 자기장을 x에 따라 나타낸 것이다. 자기장의 방향은 xy 평면에 수직으로 들어가는 방향을 양(+)으로 한다."	5
"그림과 같이 반지름이 같은 원형 도선 A, C와 무한히 긴 직선 도선 B가 xy 평면에 고정되어 있다. A, C의 중심은 각각 x축상의 x=-d, x=d이다. A와 C에 흐르는 전류의 세기는 같고, B에 흐르는 전류의 방향은 +y방향이다. x축상의 x=-d에서 A와 B에 흐르는 전류에 의한 자기장은 0이고, x축상의 x=d에서 B와 C에 흐르는 전류에 의한 자기장의 세기는 2B0이다. 이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?"	5
"그림과 같이 중심이 점 O로 같고 각각 반지름이 r, 2r, 3r인 원형 도선 A, B, C가 xy 평면에 고정되어 있다. 표는 O에서 A, B, C에 흐르는 전류에 의한 자기장의 세기를 나타낸 것이다. 전류의 방향은 시계 방향을 양(+)으로 한다."	5
다음은 전자석에 대한 설명이다.	5
"그림 (가)와 같이 xy 평면에 무한히 긴 직선 도선 P, Q가 y축과 나란하게 각각 x=0, x=3d인 지점에 고정되어 있다. P에 흐르는 전류는 세기가 일정하고 방향이 +y 방향이다. 그림 (나)는 Q에 흐르는 전류의 세기 I에 따라 x축상의 x=d에서 P, Q에 흐르는 전류에 의한 자기장 B를 나타낸 것이다."	5
"그림과 같이 중심이 점 O인 원형 도선 A와 무한히 긴 직선 도선 B, C가 xy 평면에 수직으로 x축상에 고정되어 있다. A에는 시계 방향으로 세기가 일정한 전류가, B에는 xy 평면에서 수직으로 나오는 방향으로 세기가 I¼인 일정한 전류가, C에는 방향이 일정한 전류가 흐른다. 표는 C에 흐르는 전류의 세기에 따라 O에서 A, B, C에 흐르는 전류에 의한 자기장의 방향을 나타낸 것이다."	5
다음은 원형 도선에 흐르는 전류에 의한 자기장에 대한 실험이다.	5
"그림 (가)와 같이 일정한 방향의 전류가 흐르는 무한히 긴 평행한 직선 도선 A, B와 점 p, q, r가 같은 간격 d만큼 떨어져 xy 평면에 수직으로 고정되어 있다. 그림 (나)는 A, B에 흐르는 전류를 시간에 따라 나타낸 것이다. t1일 때, p에서 A, B에 흐르는 전류에 의한 자기장의 방향은 +y 방향이다. A, B에 흐르는 전류의 방향은 서로 반대이다."	5
다음은 직선 도선에 흐르는 전류에 의한 자기장에 대한 실험이다.	5
그림과 같이 자석을 용수철저울에 연결하여 아래쪽이 S극이 되도록 매달고 자석의 연직 아래 수평면에 솔레노이드를 고정한다. 표는 스위치 연결 여부에 따라 자석이 정지해 있을 때 용수철저울의 측정값을 나타낸 것이다.	5
"그림과 같이 p?n 접합 발광 다이오드(LED)가 연결된 솔레노이드의 중심축에 마찰이 없는 레일이 있다. a, b, c는 레일 위의 지점이고, a의 높이는 h이다. a에 가만히 놓은 자석이 레일을 따라 운동하여 솔레노이드를 통과한다. 자석이 a로부터 내려와 b를 지날 때 LED에서 빛이 방출된다. X는 p형 반도체와 n형 반도체 중 하나이다."	5
"표는 자성체의 내부 원자 자석 배열을 나타낸 것이다. A, B, C는 강자성체, 반자성체, 상자성체를 순서 없이 나타낸 것이다"	5
"그림 (가)와 같이 자기화되지 않은 물체 A, B를 코일에 넣고 코일에 전류를 흘려주었더니 A, B가 각각 자기화되었다. 그림 (나)는 (가)에서 A, B를 꺼내어 자기화되지 않은 철 클립에 가까이 하였더니 A에는 철 클립이 끌려와 달라붙고, B에는 철 클립이 끌려오지 않는 모습을 나타낸 것이다. A, B는 강자성체, 상자성체를 순서 없이 나타낸 것이다."	5
"그림과 같이 자기화되지 않은 물질 A, B에 각각 자석을 가까이 하였더니 A는 자석으로부터 밀려나고, B는 자석으로 끌려온다. A, B는 강자성체, 반자성체를 순서 없이 나타낸 것이다"	5
"그림은 물질의 자성에 대해 학생 A, B, C가 대화하는 모습을 나타낸 것이다"	5
"그림 (가)는 막대자석이 금속 고리 내부에 정지해 있는 모습을, (나)는 막대자석이 금속 고리의 중심축을 따라 운동하여 가까이 가는 모습을, (다)는 막대자석이 금속 고리가 이루는 면과 나란한 방향으로 운동하여 멀어지는 모습을 나타낸 것이다. "	5
그림은 코일의 중심축을 따라 코일에서 멀어지는 방향으로 자석을 운동시켰더니 검류계의 바늘이 움직인 모습을 나타낸 것이다.	5
그림은 솔레노이드의 중심축을 지나는 빗면을 따라 운동하던 자석의 중심이 빗면상의 점 p를 속력 v로 통과하여 최고점에 도달한 후 다시 p를 향해 내려가는 모습을 나타낸 것이다. 자석이 운동하는 동안 전구에는 유도 전류가 흐른다.	5
그림과 같이 N극이 아래로 향한 막대자석을 검류계가 연결된 코일의 중심축을 따라 코일에 가까이 가져갈 때 회로에는 유도 전류가 흐른다.	5
"그림 (가)는 금속 고리가 종이면에 수직으로 들어가는 방향의 균일한 자기장 영역에 고정되어 있는 것을, (나)는 금속 고리에 흐르는 유도 전류를 시간에 따라 나타낸 것이다. 금속 고리에 흐르는 유도 전류의 방향은 시계 방향을 양(+)으로 한다."	5
"그림은 xy 평면에 수직인 균일한 자기장 영역에서 금속 고리 P, Q, R가 각각 +x 방향으로 등속도 운동을 하고 있는 어느 순간의 모습을 나타낸 것이다. P, Q, R의 속력은 각각 v, 2v, 2v이다."	5
"그림은 동일한 원형 금속 고리 A, B를 중심축이 일치하도록 고정하고, A와 B 사이의 중심에 막대자석을 놓고 회전축을 중심으로 회전시킬 때 막대자석의 N극과 S극이 중심축과 나란한 순간의 모습을 나타낸 것이다."	5
그림 (가)와 같이 xy 평면에 수직으로 들어가는 균일한 자기장 영역에서 한 변의 길이가 L인 정사각형 금속 고리가 +x 방향으로 운동하고 있다. p는 금속 고리상의 한 점이다. 그림 (나)는 p의 위치를 시간에 따라 나타낸 것이다.	5
다음은 물체의 자성에 대한 실험이다	5
"그림 (가)와 같이 자기화되지 않은 물체 P, Q를 코일에 넣은 후 P, Q를 각각 자기화시킨다. 그림 (나)와 같이 (가)의 P를 꺼내어 ㉠면이 위로 향하도록 하여 검류계가 연결된 코일에 가까이 가져가는 동안 검류계에 전류가 흐른다. P, Q는 강자성체, 반자성체를 순서 없이 나타낸 것이다."	5
그림은 실에 매달린 자석을 연직면상의 점 p에 가만히 놓았더니 자석이 점 q를 지나 코일 위에서 운동하는 것을 나타낸 것이다	5
"그림과 같이 경사진 레일에 가만히 놓은 자석이 운동하여 점 p를 속력 v로 지나 고정된 동일한 원형 금속 고리 A, B의 중심축을 통과한다. 점 p, q, r는 수평 레일상의 점이고, p, q, r와 A, B의 중심은 각각 같은 거리만큼 떨어져 있다."	5
"그림은 사각형 금속 고리가 균일한 자기장 영역 Ⅰ, Ⅱ를 향해 +x 방향으로 운동하는 것을 나타낸 것이다. 금속 고리는 Ⅰ, Ⅱ를 통과하는 동안 등속 직선 운동을 한다. Ⅰ에서 자기장의 방향은 종이면에서 수직으로 나오는 방향이고, Ⅱ에서 자기장의 방향은 종이면에 수직으로 들어가는 방향이다. Ⅰ, Ⅱ에서 자기장의 세기는 같다. p는 금속 고리상의 한 점이다."	5
"그림 (가)는 xy 평면에 고정된 정사각형 금속 고리가 균일한 자기장 영역 Ⅰ, Ⅱ에 걸쳐 놓여 있는 모습을 나타낸 것이다. 금속 고리가 Ⅰ에 걸친 면적과 Ⅱ에 걸친 면적은 같다. 그림 (나)는 Ⅰ, Ⅱ에서 자기장의 세기를 시간에 따라 나타낸 것이다"	5
다음은 물결파에 대한 실험이다	6
"그림 (가), (나)는 xy 평면에 놓인 용수철의 한쪽 끝을 잡고 x축 또는 y축 방향으로 규칙적으로 진동시켰을 때 용수철상의 한 점의 변위를 시간 t에 따라 각각 나타낸 것이다. 용수철에서 발생된 파동의 진행 방향은 +y 방향이고, 파장은 10cm이다."	6
"그림 (가)는 오른쪽 방향으로 일정한 속력으로 진행하는 물결파의 어느 순간의 모습을 나타낸 것이다. 실선과 점선은 각각 물결파의 마루와 골이고, A, B는 평면상의 고정된 지점이다. 그림 (나)는 (가)의 순간부터 A 또는 B에서 물결파의 변위를 시간에 따라 나타낸 것이다."	6
"그림은 같은 재질의 굵기가 다른 줄을 연결하고, 굵은 줄의 한쪽 끝을 잡고 일정한 주기와 진폭으로 흔들었을 때 줄을 따라 진행하는 파동의 어느 순간의 모습을 나타낸 것이다. A, B는 각각 굵은 줄과 가는 줄의 고정점이다."	6
"그림은 물결파 발생 장치에서 A, B, C 구간으로 물의 깊이를 다르게 하고 물결파를 발생시켰을 때 어느 순간 파면의 모습을 나타낸 것이다. 실선과 점선은 각각 물결파의 마루와 골이다."	6
"그림 (가)는 공기에서 헬륨이 들어 있는 풍선을 통과하는 소리의 진행 방향을, (나)는 공기에서 물이 든 플라스크를 통과하는 단색광의 진행 경로를 각각 나타낸 것이다"	6
"그림 (가)와 같이 단색광 P, Q를 공기에서 매질 A로 입사시켰더니 P, Q는 A 내부에서 같은 경로를 따라 진행하였다. 그림 (나)는 A에서 P, Q의 파장을 포함하는 가시광선 영역의 빛의 파장에 따른 굴절률 n을 나타낸 것이다."	6
다음은 생활 속에서 여러 가지 파동의 굴절에 관한 현상을 설명한 글이다.	6
"그림 (가)는 높이에 따라 굴절률이 변하는 매질 A의 바닥으로부터 일정 높이에 있는 광원에서 화살표 방향으로 단색광을 방출하는 것을 나타낸 것이고, (나)는 A의 굴절률 n을 바닥으로부터 높이 h에 따라 나타낸 것이다."	6
"그림 (가)는 연속적으로 발생하여 +x 방향으로 진행하는 파동의 시간 t=0인 순간의 모습을 나타낸 것이고, (나)는 x=7m 지점에서 변위를 시간 t에 따라 나타낸 것이다"	6
"그림 (가)는 매질 Ⅰ에서 오른쪽으로 진행하는 물결파가 매질 Ⅱ로 진행할 때 어느 순간 파면의 모습을 나타낸 것으로, 실선과 점선은 각각 물결파의 마루와 골이다. A는 평면상에 고정된 점이다. 그림 (나)는 A에서 물결파의 변위를 시간 에 따라 나타낸 것이다. Ⅰ, Ⅱ에서 이웃한 점선과 점선 또는 실선과 실선 사이의 간격은 각각 1cm, 2cm이다."	6
다음은 빛의 굴절에 대한 실험이다	6
그림 (가)는 액체 Ⅰ 속에 굴절률이 n겴?물질 A를 놓고 단색광 P를 비출 때 P의 진행 경로를 나타낸 것이다. 그림 (나)는 (가)에서 액체 Ⅰ만을 액체 Ⅱ로 바꾸었을 때 P의 진행 경로를 나타낸 것이다. 그림 (다)는 (나)에서 A만을 굴절률이 n0인 물질 B로 바꾸고 P를 비춘 것을 나타낸 것이다.	6
다음은 빛의 성질을 알아보는 실험이다.	6
"그림은 굴절률이 다른 물질 A, B로 이루어진 반원형 물체에 단색광을 액체에서 A로 입사시켰을 때 단색광의 경로를 나타낸 것이다. 단색광은 A에서 B로 입사할 때 전반사하였다."	6
"그림 (가)는 단색광 P를 직각 이등변삼각형 모양의 매질 A와 공기의 경계면 위의 점 O에 임계각으로 입사시켰을 때 P가 O에서 반사하는 것을, (나)는 (가)에서 A와 모양이 같은 매질 B를 A에 붙이고 P를 B에 수직으로 입사시키는 것을 나타낸 것이다. 표는 A, B의 굴절률이다."	6
"그림은 물이 채워진 광학용 반원통의 중심을 향해 단색광을 비출 때 단색광의 진행 경로를 나타낸 것이다. 입사각이 45도일 때 단색광은 물과 공기의 경계면에서 일부는 반사하고 일부는 굴절하여 스크린상의 점 a, b에 각각 도달한다. 물과 공기 사이의 임계각은 theta이다."	6
그림은 광통신의 과정을 나타낸 것이다. 광섬유의 코어의 굴절률 에 대한 클래딩의 굴절률은 k이다	6
"그림은 공기에서 광섬유의 코어로 단색광을 입사시켰을 때 단색광의 진행 경로를 나타낸 것이다. 단색광이 코어와 클래딩의 경계면에서 입사각 theta0으로 입사할 때 단색광은 전반사한다. 코어와 클래딩의 굴절률은 각각 n1, n2이다"	6
"그림 (가)는 파장이 다른 단색광 P, Q를 광섬유의 코어에 동일한 입사각으로 입사시켰을 때 P, Q가 코어와 클래딩의 경계에서 전반사하는 것을, (나)는 P를 서로 다른 입사각으로 광섬유의 코어에 입사시켰을 때 P의 진행 경로를 나타낸 것이다. 코어에서 단색광의 파장이 길수록 굴절률이 작다."	6
그림은 굴절률이 1.5인 코어에서 클래딩으로 단색광 P를 입사각 theta로 입사시켰을 때 P가 코어와 클래딩의 경계면에서 전반사하는 것을 나타낸 것이다. P는 광섬유의 오른쪽 끝에 있는 코어와 공기의 경계면에서 굴절한다.	6
"그림 (가)는 굴절률이 다른 물질 A, B를 액체 C에 서로 나란하게 넣어 고정하고, 단색광 P가 A에 입사하도록 비추었을 때 P의 경로를, (나)는 광섬유의 구조를 나타낸 것이다."	6
"그림 (가)는 매질 A에서 매질 C로 수직으로 입사한 단색광 P가 C와 B의 경계에서 전반사한 후 C와 A의 경계에서 임계각 theta0뜼?입사하는 것을 나타낸 것이다. 그림 (나)는 P와 P보다 파장이 짧은 단색광 Q를 동일한 입사각으로 A에 서 C로 입사시켰을 때 P, Q의 진행 경로를 나타낸 것이다"	6
"그림 (가)는 원통형 수조 바닥에 물체를 놓고 수조에 액체 A를 채운 후 물체 바로 위의 수면에 원판을 고정시켜 놓은 것을, (나)는 (가)에서 A 대신 액체 B를 채운 것을 나타낸 것이다. 점 a는 물체의 고정점 P와 수조의 경계를 잇는 직선상의 지점이고, 점 b, c는 a를 지나고 수평면과 나란한 직선상의 지점들이다. (가)의 b 위치에서는 P가 관측되고, (나)의 P에서 c를 향해 진행한 빛은 B와 공기의 경계면에서 전반사한다."	6
"그림 (가)는 단색광 P가 광섬유의 코어에서 클래딩으로 입사각 theta i로 입사할 때 굴절각 theta r로 진행하는 것을 나타낸 것 이고, (나)는 (가)의 광섬유에서 코어만을 물질 A, B로 할 때 theta i와 theta r의 관계를 그래프로 나타낸 것이다."	6
"그림 (가), (나)는 단색광 P를 매질 A, B에서 공기로 동일한 입사각 theta0으로 입사시켰을 때 (가)에서는 P가 경계면에서 굴절하고 (나)에서는 P가 전반사하는 것을 나타낸 것이다. 그림 (다)는 P를 B에서 A로 입사각 theta로 입사시켰을 때 B와 A의 경계면에서 P가 전반사하는 것을 나타낸 것이다. B에 대한 A의 굴절률은 A에 대한 공기의 굴절률보다 크다. "	6
다음은 생활 속에서 음파의 성질를 활용한 예에 대한 설명이다.	6
"그림은 체온 측정을 위해 열화상 카메라로 촬영한 영상이 모니터 화면을 통해 보이는 것을 나타낸 것이다. 열화상 카메라에서 체온 측정에 이용되는 전자기파는 A, 모니터 화면의 영상 정보를 사람이 인식할 때 이용되는 전자기파는 B이다."	6
"표는 전자기파 A, B, C가 실생활에 이용되는 예이다"	6
"그림 (가)~(다)는 X선, 적외선, 마이크로파가 이용되는 예를 순서 없이 나타낸 것이다."	6
다음은 리모컨 기능이 있는 라디오 수신기로 라디오 방송을 청취하는 과정에 대한 설명이다.	6
"그림 (가)는 체외에서 발생된 파동 A를 이용한 체내 결석의 충격파 치료술을, (나)는 지폐에 파동 B를 비추었을 때 보는 각도에 따라 글자의 색이 다르게 보이는 것을 나타낸 것이다."	6
"그림은 파동의 성질 A, B, C를 기준에 따라 분류한 것이다. A, B, C는 각각 반사, 굴절, 간섭 중 하나이다"	6
"그림은 펄스의 길이가 각각 a, 2a인 두 파동 A, B가 서로 반대 방향으로 진행하는 것을 나타낸 것이다. 진폭은 B가 A의 3배이다."	6
"그림은 두 음원 S1, S2에서 같은 위상으로 파장이 같은 소리가 일정한 진폭으로 발생하는 모습을 나타낸 것이다. P, Q, R는 평면상의 고정된 지점이고, 실선과 점선은 각각 음파의 밀한 부분과 소한 부분을 나타낸다."	6
"그림은 스피커 A, B에서 같은 위상으로 진동수가 같은 소리가 발생하는 모습을 나타낸 것이다. A, B를 잇는 직선과 나란한 y축상에서 소리의 세기를 측정한다. 점 P는 A, B로부터 떨어진 거리가 같고, 점 Q에서는 상쇄 간섭이 일어난다."	6
다음은 노이즈 캔슬링(소음 제거)의 원리에 대한 설명이다	6
"그림은 두 점파원 S?, Sª에서 진폭과 파장이 같은 물결파가 발생한 어느 순간의 모습을 나타낸 것이다. a, b, c는 평면상의 고정된 지점이고, 실선과 점선은 각각 물결파의 마루와 골이다."	6
다음 (가)~(다)는 일상생활에서 파동의 간섭 현상을 이용한 예이다.	6
"그림 (가)는 펄스의 길이가 각각 2d, 3d이고 속력이 같은 두 파동 A, B가 서로 반대 방향으로 진행할 때 t=0인 순간 A의 모습만을 나타낸 것이다. A, B의 주기는 T이고, 진폭은 각각 a, 3a이다. 그림 (나)는 t=t0인 순간 A, B가 -2d<x<2d의 일부에서 중첩된 모습을 나타낸 것이다."	6
"그림은 두 점파원 S1, S2에서 진폭과 파장이 같은 물결파를 같은 위상으로 발생시켰을 때 S1에서 발생한 파동은 마루 만 실선으로, S2에서 발생한 파동은 마루와 골을 각각 실선과 점선으로 나타낸 것이다. a, b, c는 평면상의 고정된 지 점으로, a는 S1, S2를 잇는 선분상의 고정된 지점이고, c는 S1S2의 수직 이등분선상의 고정된 지점이다."	6
다음은 소리의 중첩에 관한 실험이다.	6
"그림 (가)는 화살표 방향으로 진행하는 진폭과 속력이 같은 두 물결파 P, Q가 중첩하는 것을 나타낸 것이다. 실선과 점선은 각각 물결파의 마루와 골이고, 인접한 점선 사이의 간격은 20cm로 일정하다. A, B는 평면상의 고정된 점이다. 그림 (나)는 (가)에서 오른쪽으로 진행하는 P만 있을 때 고정점 A에서 물결파의 변위를 시간에 따라 나타낸 것이다."	6
"그림은 파장이 같고, 진폭과 주기가 각각 a, T로 같은 두 파동이 x축을 따라 서로 반대 방향으로 진행하면서 만들어진 합성파의 시간 t=0인 순간과 이 순간부터 화살표 방향으로 진동하여 x=d에서 합성파의 변위가 처음으로 -a가 되는 순간의 모습을 나타낸 것이다."	6
"그림은 소음 제거 헤드폰에서 소음을 제거하는 원리를 나타낸 것으로, 외부에서 헤드폰으로 들어오는 [소음]을 분석한 후 소리 [A]를 발생시켜 소음을 제거할 수 있다."	6
"그림 (가)는 단색광을 단일 슬릿과 이중 슬릿에 통과시키는 모습을 나타낸 것이다. 그림 (나)는 금속판에서 단위 시간 동안 방출된 광전자의 수를 금속판의 중앙 지점 O로부터의 거리 d에 따라 나타낸 것으 로, d=d2에서 방출되는 광전자의 최대 운동 에너지는 E0이다."	7
"그림은 학생 A, B, C가 광전 효과에 대해 대화하는 모습을 나타낸 것이다."	7
그림은 금속판 P에 단색광 A를 비추었을 때 광전자가 방출되는 모습을 나타낸 것이다.	7
"표는 금속판 A, B에 비춘 단색광 X, Y의 종류에 따라 방출되는 광전자의 최대 운동 에너지를 나타낸 것이다"	7
다음은 광전 효과에 대한 실험이다	7
"그림 A, B, C는 빛을 활용한 예를 나타낸 것이다."	7
"다음은 컴퓨터에서 CD를 재생하는 원리에 대한 설명이다. ㉠, ㉡은 입자성과 파동성을 순서 없이 나타낸 것이다."	7
다음은 디지털카메라에 이용되는 전하 결합 소자(CCD)에 대해 조사한 자료이다.	7
"그림 (가)는 전하 결합 소자(CCD)의 광 다이오드에 단색광이 입사했을 때 광 다이오드에서 발생한 ㉠이 (+)전압이 걸린 첫 번째 전극 아래에 모인 것을 나타낸 것이다. 그림 (나), (다)는 전극에 걸린 전압을 변화시켜 ㉠을 두 번째 전극 아래로 이동시키는 과정을 순서대로 나타낸 것이다."	7
"그림 (가)는 단색광 A, B를 광전관의 금속판에 비추며 광전관에 흐르는 전류를 측정하는 모습을 나타낸 것이다. 그림 (나)는 (가)에서 A, B의 세기를 시간에 따라 나타낸 것이고, 표는 (나)에서 시간이 t0, 3t0, 5t0일 때 전류계로 측정한 전류의 세기를 나타낸 것이다"	7
"그림 (가)는 일정한 세기의 백색광이 공기에서 프리즘을 지난 후 넓게 퍼져 금속판 P에 도달하는 모습을 나타낸 것으로, 실선과 점선은 각각 가시광선 영역의 단색광 A, B의 경로를 나타낸 것이다. A, B가 P에 도달하는 두 지점 중 한 곳에서만 광전자가 방출된다. 그림 (나)는 프리즘의 굴절률을 가시광선 영역의 빛의 파장에 따라 나타낸 것이다."	7
"그림은 각각 세기가 일정하고, 진동수가 서로 다른 단색광을 방출하는 광원 A, B, C를 금속판에 비추는 모습을 나타낸 것이다. 표는 A, B, C의 상태에 따라 금속판에서 단위 시간당 방출되는 광전자의 개수와 광전자의 물질파 파장의 최솟값을 나타낸 것이다."	7
"다음은 디지털카메라의 전하 결합 소자(CCD)에 노란색 빛이 입사할 때, CCD에 연결된 화면 표시 장치에서 노란색을 표현하는 과정을 간략히 설명한 것이다"	7
"그림 (가)는 주사 전자 현미경(SEM)의 구조를 나타낸 것이다. 그림 (나)는 (가)의 전자총에서 방출하는 전자의 운동 에너지를 전자총의 가속 전압에 따라 나타낸 것으로, 가속 전압이 V0일 때 전자총에서 방 출하는 전자의 물질파 파장은 lambda 0이다."	7
"그림은 각각 일정한 속력으로 운동하는 입자 A, B의 운동 에너지와 물질파 파장을 나타낸 것이다."	7
다음은 데이비슨과 거머의 실험에 대한 설명이다.	7
"그림은 빛 또는 전자와 관련된 현상 (가), (나)에 대해 학생 A, B, C가 대화하는 모습을 나타낸 것이다."	7
"그림 (가)의 A, B는 주사 전자 현미경(SEM)과 투과 전자 현미경(TEM)의 구조를 순서 없이 나타낸 것이다. 그림 (나)는 A 또는 B로 관찰한 시료 표면의 입체 구조를 나타낸 것이다"	7
"그림 (가), (나)는 입자 A의 물질파 파장을 각각 운동량의 크기와 운동 에너지에 따라 나타낸 것이다. A의 질량은 m이다"	7
